straw, date/time, co2, worker, chamber, leakRate, errorstraw, date/time, co2, worker, chamber, leakrate, error, comments, , 
bkg39_2, 2018-03-30 14:40:17, co2, caleb, chamber39, 1.4111683682883624e-06, 2.317366593996553e-06, 
bkg40_2, 2018-03-30 16:57:01, co2, caleb, chamber40, 3.3600655956615927e-07, 2.1892357774003957e-06, 
bkg0_2_, 2018-03-30 17:02:12, co2, caleb, chamber0, -9.128177120810981e-07, 2.0913635202024064e-06, 
bkg1_2_, 2018-03-30 17:02:13, co2, caleb, chamber1, -8.239249988607494e-07, 2.6332597309935765e-06, 
bkg2_2_, 2018-03-30 17:02:16, co2, caleb, chamber2, 2.7507561442152623e-07, 2.289832322725821e-06, 
bkg3_2_, 2018-03-30 17:02:17, co2, caleb, chamber3, -1.2357917997816959e-06, 2.29020180764956e-06, 
bkg4_2_, 2018-03-30 17:02:17, co2, caleb, chamber4, -4.432455144853984e-07, 2.2116703649145114e-06, 
bkg9_2_, 2018-03-30 17:02:18, co2, caleb, chamber9, 6.620517731155901e-07, 2.20769598790987e-06, 
bkg8_2_, 2018-03-30 17:02:18, co2, caleb, chamber8, 1.2730496795563239e-06, 2.2576991708506355e-06, 
bkg7_2_, 2018-03-30 17:02:19, co2, caleb, chamber7, -5.921413865715249e-07, 2.3033393403967896e-06, 
bkg6_2_, 2018-03-30 17:02:20, co2, caleb, chamber6, -6.927498432400227e-07, 2.3741668379835136e-06, 
bkg5_2_, 2018-03-30 17:02:20, co2, caleb, chamber5, -7.797159681117037e-07, 2.267728465411731e-06, 
bkg10_2, 2018-03-30 17:02:21, co2, caleb, chamber10, -3.9354385287374155e-07, 2.4496907656892806e-06, 
bkg11_2, 2018-03-30 17:02:21, co2, caleb, chamber11, -7.206908341645467e-07, 2.5335228941001593e-06, 
bkg12_2, 2018-03-30 17:02:22, co2, caleb, chamber12, -1.7452486524486764e-06, 2.712193848131673e-06, 
bkg13_2, 2018-03-30 17:02:23, co2, caleb, chamber13, 1.3683426892161936e-06, 2.789820304092186e-06, 
bkg14_2, 2018-03-30 17:02:24, co2, caleb, chamber14, -5.677922129701003e-09, 2.4022211783552473e-06, 
bkg19_2, 2018-03-30 17:02:24, co2, caleb, chamber19, 2.1236150230538813e-06, 2.446961925857853e-06, 
bkg18_2, 2018-03-30 17:02:24, co2, caleb, chamber18, 9.702125940630677e-07, 3.0646358347964816e-06, 
bkg17_2, 2018-03-30 17:02:25, co2, caleb, chamber17, 1.7625785436207185e-06, 3.202186837944237e-06, 
bkg16_2, 2018-03-30 17:02:26, co2, caleb, chamber16, -2.0619462242678264e-06, 3.3631289898471046e-06, 
bkg15_2, 2018-03-30 17:02:26, co2, caleb, chamber15, -1.6212544805329138e-06, 2.4519295376861654e-06, 
bkg20_2, 2018-03-30 17:02:27, co2, caleb, chamber20, -9.164414357784365e-07, 2.6100395798573508e-06, 
bkg21_2, 2018-03-30 17:02:28, co2, caleb, chamber21, -3.8718908224626124e-07, 2.610443398986713e-06, 
bkg22_2, 2018-03-30 17:02:28, co2, caleb, chamber22, -1.659721112402452e-07, 2.5710997354983533e-06, 
bkg23_2, 2018-03-30 17:02:28, co2, caleb, chamber23, -2.836228163806022e-07, 2.641769463734243e-06, 
bkg45_2, 2018-03-30 17:02:31, co2, caleb, chamber45, -2.659207950243931e-06, 2.373623674929e-06, 
bkg47_2, 2018-03-30 17:02:33, co2, caleb, chamber47, 2.2351552896050633e-06, 2.3457560161286856e-06, 
bkg48_2, 2018-03-30 17:02:35, co2, caleb, chamber48, 1.2388469810492534e-06, 2.153729981112718e-06, 
bkg49_2, 2018-03-30 17:02:35, co2, caleb, chamber49, 3.0677016548276945e-06, 2.2439251796941716e-06, 
bkg24_2, 2018-03-30 17:02:37, co2, caleb, chamber24, -5.674508771776627e-07, 2.4838220796830266e-06, 
bkg46_2, 2018-03-30 17:02:39, co2, caleb, chamber46, 1.3498364412234195e-06, 2.100734489168219e-06, 
bkg41_2, 2018-03-30 17:02:41, co2, caleb, chamber41, 1.6720705846172937e-08, 2.248990333942346e-06, 
bkg42_2, 2018-03-30 17:02:41, co2, caleb, chamber42, 8.637775437720576e-07, 2.2463816470508726e-06, 
bkg44_2, 2018-03-30 17:02:43, co2, caleb, chamber44, -1.5753978543323432e-06, 2.172271034359881e-06, 
bkg37_4, 2018-03-30 17:02:45, co2, caleb, chamber37, 2.8067281583475385e-06, 2.070932028253198e-06, 
bkg36_4, 2018-03-30 17:02:47, co2, caleb, chamber36, 1.7877381217640036e-06, 2.2097033145325713e-06, 
bkg35_3, 2018-03-30 17:02:49, co2, caleb, chamber35, 2.4090979951847438e-06, 2.317120482734585e-06, 
bkg43_2, 2018-03-30 17:02:50, co2, caleb, chamber43, 1.0031014578843971e-06, 2.28123277999608e-06, 
bkg33_3, 2018-03-30 17:02:52, co2, caleb, chamber33, 5.5071798374573055e-06, 2.2801447706729723e-06, 
bkg34_3, 2018-03-30 17:02:52, co2, caleb, chamber34, 2.3563619141171134e-06, 2.2872976838900748e-06, 
bkg29_2, 2018-03-30 17:02:53, co2, caleb, chamber29, 1.8010129835124348e-06, 2.6722327128212972e-06, 
bkg26_2, 2018-03-30 17:02:54, co2, caleb, chamber26, -9.730361852677686e-07, 2.1125489425661483e-06, 
err5_06, 2018-03-30 17:53:01, co2, caleb, chamber40, 0.0002562247616631987, 8.362730618663873e-06, 
err4_06, 2018-03-30 17:53:01, co2, caleb, chamber39, 0.00023289444779020608, 8.956199503210393e-06, 
err4_06, 2018-03-31 12:07:40, co2, jacob, chamber40, 0.00021114049568321928, 2.4008828032879486e-06, 
err5_06, 2018-03-31 12:07:41, co2, jacob, chamber41, 0.00023285796318851825, 3.869970897170983e-06, 
bkg26_3, 2018-03-31 15:51:08, co2, jacob, chamber26, 4.0135029776136354e-06, 2.210848948716218e-07, 
err5_07, 2018-03-31 23:41:47, co2, jacob, chamber25, 0.00025355008057119247, 1.4577976631588851e-05, 
err4_07, 2018-03-31 23:41:48, co2, jacob, chamber49, 0.0001954243660404401, 5.159162207546749e-06, 
err3_04, 2018-04-02 12:24:23, co2, caleb, chamber25, 0.00010245517471346778, 5.687304371099974e-06, 
err1_04, 2018-04-02 12:24:24, co2, caleb, chamber27, 0.00011920479335339668, 5.124348287953839e-06, 
err2_04, 2018-04-02 12:24:25, co2, caleb, chamber28, 5.7579256782817495e-05, 2.366508659515972e-06, 
testing, 2018-04-02 15:23:01, co2, jacob, chamber45, -5.7522794518452205e-05, 0.0001319880461155677, 
bkg26_4, 2018-04-02 15:23:33, co2, jacob, chamber26, 4.806503646858115e-07, 2.5191833025004467e-08, 
testing, 2018-04-02 17:38:39, co2, unknown worker, chamber45, -1.1749498666435996e-06, 2.88953277183921e-06, 
err4_07, 2018-04-03 09:40:44, co2, caleb, chamber30, -0.01960857161320575, 0.0012589967964040931, 
err5_07, 2018-04-03 09:40:45, co2, caleb, chamber31, 0, 0, 
gtbent0, 2018-04-03 09:40:51, co2, caleb, chamber1, -0.0017319076096329999, 0.0001371694822674017, 
err3_04, 2018-04-03 11:39:38, co2, caleb, chamber25, 8.79205849591925e-05, 5.474115150242126e-06, 
err1_04, 2018-04-03 11:39:39, co2, caleb, chamber27, 0.00010215518513117622, 4.995006464221907e-06, 
err2_04, 2018-04-03 11:39:39, co2, caleb, chamber28, 5.610568700349075e-05, 3.193569433418172e-06, 
err4_07, 2018-04-03 16:50:35, co2, jacob, chamber30, 0, 0, 
err5_07, 2018-04-04 07:53:29, co2, jacob, chamber31, 0.00012475790358766685, 2.3955843450563305e-06, 
gtbent1, 2018-04-04 09:11:06, co2, unknown worker, chamber12, -3.5791349501949805e-18, 0.0003998409373596602, 
err4_07, 2018-04-04 09:13:22, co2, unknown worker, chamber31, 0.00013329604880989033, 6.422928145063177e-06, 
err5_07, 2018-04-04 09:13:24, co2, unknown worker, chamber32, 0.0001410705201912339, 9.050979503011947e-06, 
err3_04, 2018-04-04 09:16:03, co2, unknown worker, chamber25, 7.271279933783925e-05, 8.74293800558917e-06, 
err1_04, 2018-04-04 09:16:05, co2, unknown worker, chamber27, 6.507379566060764e-05, 7.551344934471536e-06, 
err2_04, 2018-04-04 09:16:06, co2, unknown worker, chamber28, 4.458623483720032e-05, 7.197152253512024e-06, 
test30_, 2018-04-04 11:59:23, co2, ambrose, chamber30, 0, 0, 
test31_, 2018-04-04 11:59:24, co2, ambrose, chamber31, 0, 0, 
err5_08, 2018-04-04 17:30:37, co2, ambrose, chamber31, 0.00012769971163336123, 2.5110894929376854e-06, 
err4_08, 2018-04-04 17:30:38, co2, ambrose, chamber30, 0.00011757241119907612, 7.053411250980191e-06, 
15355_c, 2018-04-05 08:47:00, co2, ambrose, chamber30, 0, 0, 
err3_04, 2018-04-05 09:35:12, co2, caleb, chamber25, 8.713908417310305e-06, 0.00010004123102341362, 
gtbent0, 2018-04-05 09:35:46, co2, caleb, chamber3, 0, 0, 
err4_08, 2018-04-05 10:18:14, co2, caleb, chamber30, 0.0001320437395609336, 8.824422433696083e-06, 
err5_08, 2018-04-05 10:18:15, co2, caleb, chamber31, 0.00013947353748556093, 5.147273694316472e-06, 
err1_04, 2018-04-05 10:51:18, co2, caleb, chamber27, 7.886737922726412e-05, 4.738734206231964e-06, 
err2_04, 2018-04-05 10:51:22, co2, caleb, chamber28, 4.003035260627097e-05, 3.7292320632964414e-06, 
gtbent1, 2018-04-05 11:00:33, co2, caleb, chamber35, 0.00017616009456969669, 6.8983822729793056e-06, 
gtbent2, 2018-04-05 11:01:13, co2, caleb, chamber23, 0.007973446457614143, 0.00017094694269588107, 
15_cham, 2018-04-06 09:51:29, co2, caleb, chamber15, 0, 0, 
bent13_, 2018-04-06 09:56:15, co2, caleb, chamber38, 0, 0, 
testr3_, 2018-04-06 15:37:06, co2, caleb, chamber10, 0, 0, 
err5_08, 2018-04-09 09:32:01, co2, caleb, chamber31, 0.00011558704760982403, 9.657173921621897e-05, 
gtbent0, 2018-04-09 10:06:07, co2, caleb, chamber9, 0.00014969845294663365, 4.517064324934956e-05, 
gtbent0, 2018-04-09 10:08:17, co2, caleb, chamber5, 0, 0, 
gtbent2, 2018-04-09 10:23:15, co2, caleb, chamber23, 0.0078601589834763, 0.0002598955599962233, 
err4_08, 2018-04-09 10:34:01, co2, caleb, chamber30, 0.0001239915309576163, 8.697562148198123e-06, 
gtbent1, 2018-04-09 10:58:38, co2, caleb, chamber12, 0.00017006621575977254, 9.457953288083469e-06, 
test040, 2018-04-09 15:48:05, co2, caleb, chamber30, 0, 0, 
err3_04, 2018-04-10 09:18:01, co2, caleb, chamber25, 0.000301609248121632, 1.6352797201719808e-05, 
err1_04, 2018-04-10 09:18:02, co2, caleb, chamber27, 0.00025750078760587513, 1.0717434130593945e-05, 
err2_04, 2018-04-10 09:18:04, co2, caleb, chamber28, 0.00019473974588756873, 6.935316831586663e-06, 
err3_04, 2018-04-11 09:50:45, co2, caleb, chamber25, 7.93497353207239e-05, 9.297817852441294e-06, 
err1_04, 2018-04-11 09:50:47, co2, caleb, chamber27, 8.371491468398299e-05, 9.15785734870894e-06, 
err2_04, 2018-04-11 09:50:49, co2, caleb, chamber28, 0.002648914651082707, 9.71693925394886e-05, 
gtbent0, 2018-04-11 09:51:27, co2, caleb, chamber9, 0.0001403843708881318, 8.955465920209889e-06, 
gtbent1, 2018-04-11 09:51:41, co2, caleb, chamber18, 0.00011985409524246576, 8.524002528513498e-06, 
err5_08, 2018-04-11 09:52:34, co2, caleb, chamber2, 0.00023044249612650167, 8.053383875034123e-06, 
err4_08, 2018-04-11 10:05:17, co2, caleb, chamber1, 0.0001982889276853489, 1.181096814650614e-05, 
err4_09, 2018-04-12 09:04:10, co2, unknown worker, chamber3, 0.00016881858640247272, 2.9226227876028286e-06, 
err5_09, 2018-04-12 09:04:11, co2, unknown worker, chamber4, 0.00019025234320723273, 7.024976278261585e-06, 
err3_05, 2018-04-12 10:34:28, co2, caleb, chamber25, 8.544866842341795e-05, 6.544706931306467e-06, 
err1_05, 2018-04-12 10:34:30, co2, caleb, chamber27, 8.861977603976126e-05, 5.934657505480253e-06, 
err2_05, 2018-04-12 10:35:27, co2, caleb, chamber28, 8.995857722379454e-05, 1.731010717151191e-05, 
retest0, 2018-04-13 11:02:55, co2, caleb, chamber0, 4.6063752643409784e-05, 6.366920469945092e-06, 
err5_09, 2018-04-16 09:58:56, co2, caleb, chamber9, 0.0001668517293823177, 1.4525946524006475e-05, 
retest0, 2018-04-16 10:16:01, co2, caleb, chamber2, 0, 0, 
err4_09, 2018-04-16 10:16:12, co2, caleb, chamber8, 0.00016681989557027464, 9.427638857130603e-06, 
1in_san, 2018-04-16 16:31:04, co2, caleb, chamber25, 0.0002262143222136277, 1.2275476996022052e-05, 
sm_1in_, 2018-04-16 16:31:05, co2, caleb, chamber27, 0.0001701064536141034, 7.101939053070503e-06, 
err3_05, 2018-04-17 10:29:38, co2, caleb, chamber25, 7.461896617930976e-05, 7.112735167942265e-06, 
err1_05, 2018-04-17 10:29:39, co2, caleb, chamber27, 7.495814095281826e-05, 6.3416041780357584e-06, 
err2_05, 2018-04-17 10:29:40, co2, caleb, chamber28, 5.439184321188431e-05, 5.619647633940624e-06, 
err1_05, 2018-04-18 09:11:52, co2, unknown worker, chamber27, 0, 0, 
err2_05, 2018-04-18 09:12:07, co2, unknown worker, chamber28, 0, 0, 
err3_05, 2018-04-18 15:33:45, co2, unknown worker, chamber25, 0.00015260174817012753, 8.281718480499522e-06, 
err4_09, 2018-04-19 09:05:19, co2, unknown worker, chamber12, 0.0001235069863880171, 1.4807439970421627e-06, 
err5_09, 2018-04-19 09:05:20, co2, unknown worker, chamber13, 0.00012371906301355328, 8.63807676847395e-07, 
err4_10, 2018-04-19 10:10:53, co2, caleb, chamber13, 0.00016107071316520858, 7.2149770561553155e-06, 
err5_10, 2018-04-19 10:10:55, co2, caleb, chamber14, 0.00015104519520671154, 6.6638323449336176e-06, 
err3_05, 2018-04-19 10:58:09, co2, unknown worker, chamber25, 7.563279505201039e-05, 9.249470824848056e-06, 
err1_05, 2018-04-19 10:58:11, co2, unknown worker, chamber27, 8.288330153242204e-05, 7.939524933293602e-06, 
err2_05, 2018-04-19 10:58:14, co2, unknown worker, chamber28, 5.9713070376064774e-05, 7.791890992879622e-06, 
test_ch, 2018-04-19 10:59:05, co2, unknown worker, chamber16, 0, 0, 
err5_10, 2018-04-19 10:59:18, co2, unknown worker, chamber15, -4.787536454959696e-07, 2.3689212557629422e-05, 
retest0, 2018-04-19 11:00:33, co2, unknown worker, chamber0, 0, 0, 
err4_10, 2018-04-19 11:45:11, co2, unknown worker, chamber14, 0.00013913913241082773, 5.358289656378299e-06, 
err5_10, 2018-04-20 09:30:22, co2, caleb, chamber17, 0.0001642965829056481, 5.384384034829785e-05, 
retest0, 2018-04-20 09:52:44, co2, caleb, chamber1, 0, 0, 
err4_10, 2018-04-20 10:04:38, co2, caleb, chamber16, 0.00016154608281678342, 8.91961301980894e-06, 
err2_05, 2018-04-20 10:19:05, co2, caleb, chamber28, 6.679282514620728e-05, 9.4626371370111e-06, 
err1_05, 2018-04-20 10:21:52, co2, caleb, chamber27, 8.331634083490426e-05, 9.61608661663379e-06, 
err3_05, 2018-04-20 10:24:00, co2, caleb, chamber25, 7.858308084137636e-05, 9.46881626728731e-06, 
example, 2018-04-25 10:09:15, co2, student, chamber20, 0, 0, 
err4_11, 2018-04-25 10:10:23, co2, student, chamber23, 0.00011125182210810345, 9.04921102219923e-06, 
err5_11, 2018-04-25 10:10:26, co2, student, chamber24, 0.00011870483435444116, 9.070604993495984e-06, 
_chambe, 2018-04-25 10:55:35, co2, student, chamber15, 0, 0, 
retest2, 2018-04-30 10:32:58, co2, caleb, chamber29, 0.0005140686160625105, 1.4058254906823409e-05, 
err2_06, 2018-04-30 10:33:10, co2, caleb, chamber28, 4.6636542999719053e-05, 4.395502603915215e-06, 
stxxxxx, 2018-05-01 10:32:45, co2, caleb, chamber29, 0.0001513702976292036, 6.188310926207361e-06, 
err2_06, 2018-05-01 10:32:46, co2, caleb, chamber28, 6.110826750037868e-05, 5.733119264833099e-06, 
err1_05, 2018-05-01 10:32:47, co2, caleb, chamber27, 6.639865490089458e-05, 6.171998357073592e-06, 
err3_06, 2018-05-01 10:32:48, co2, caleb, chamber25, 8.913015713714265e-05, 7.740224350334477e-06, 
err2_06, 2018-05-02 08:50:30, co2, caleb, chamber28, 0.008185544508880177, 0.0007972335652199457, 
test_ch, 2018-05-02 09:43:57, co2, unknown worker, chamber27, -0.0001748840046813745, 0.00117945845460551, 
err1_06, 2018-05-03 09:19:41, co2, caleb, chamber27, 0, 0, 
err3_06, 2018-05-03 11:33:13, co2, caleb, chamber25, 9.829545249972163e-05, 5.691192065224203e-06, 
err2_06, 2018-05-03 11:33:15, co2, caleb, chamber28, 5.49404948941274e-05, 2.5630745800189657e-06, 
err3_06, 2018-05-04 10:22:02, co2, caleb, chamber25, 8.458015394178863e-05, 1.1978815683135496e-05, 
err2_06, 2018-05-04 10:22:21, co2, caleb, chamber28, 7.751055098803152e-05, 8.68027814516487e-06, 
err1_06, 2018-05-04 10:30:31, co2, caleb, chamber27, -5.906732304356497e-05, 9.60860009612122e-06, 
err3_06, 2018-05-10 11:59:19, co2, caleb, chamber25, 8.963115942172826e-05, 5.096083038820954e-06, 
err1_06, 2018-05-10 11:59:19, co2, caleb, chamber27, 7.980132820555566e-05, 3.6756408140608246e-06, 
err2_06, 2018-05-10 11:59:20, co2, caleb, chamber28, 4.845772790147737e-05, 2.27559970018996e-06, 
st01260, 2018-06-01 12:35:43, co2, ambrose, chamber25, 5.545445913548712e-05, 3.9747814576178415e-06, 
st01262, 2018-06-01 12:37:11, co2, ambrose, chamber26, 7.096040961779336e-05, 3.1359901480464576e-06, 
st01263, 2018-06-01 12:38:03, co2, ambrose, chamber27, 6.1026381335419264e-05, 3.7883436127242577e-06, 
st01264, 2018-06-01 12:39:23, co2, ambrose, chamber28, 5.725383384533487e-05, 3.4594457272384896e-06, 
st01265, 2018-06-01 12:40:20, co2, ambrose, chamber29, 6.082983904900165e-05, 3.5887969799081735e-06, 
st01266, 2018-06-01 12:41:15, co2, ambrose, chamber30, 5.0677214567821975e-05, 4.057781373627931e-06, 
st01267, 2018-06-01 12:42:03, co2, ambrose, chamber31, 6.003862609672721e-05, 3.085443053899728e-06, 
st01268, 2018-06-01 12:43:23, co2, ambrose, chamber32, 6.593362489730525e-05, 4.207095056341911e-06, 
st01269, 2018-06-01 12:43:24, co2, ambrose, chamber33, 5.4010265887731353e-05, 3.367118723497577e-06, 
st01270, 2018-06-01 12:43:25, co2, ambrose, chamber34, 6.63829525483525e-05, 3.459835676294443e-06, 
st01271, 2018-06-01 12:44:55, co2, ambrose, chamber35, 5.900694167298208e-05, 3.004593588134479e-06, 
st01272, 2018-06-01 12:44:57, co2, ambrose, chamber36, 5.691853097405104e-05, 3.166259930404078e-06, 
st01273, 2018-06-01 12:44:58, co2, ambrose, chamber37, 6.405737128887478e-05, 2.957028750766211e-06, 
st01275, 2018-06-01 12:44:59, co2, ambrose, chamber38, 6.986705432568017e-05, 3.2016082618148683e-06, 
st01276, 2018-06-01 12:45:00, co2, ambrose, chamber39, 5.6940647954957085e-05, 3.2098105713430666e-06, 
st01277, 2018-06-01 12:49:01, co2, ambrose, chamber40, 6.236342428282506e-05, 3.0725158646923387e-06, 
st01278, 2018-06-01 12:49:01, co2, ambrose, chamber41, 4.588975231516643e-05, 5.677543768915788e-06, 
st01279, 2018-06-01 12:49:02, co2, ambrose, chamber42, 5.878829991700348e-05, 3.0629756042117173e-06, 
st01280, 2018-06-01 12:49:03, co2, ambrose, chamber43, 5.215359378089897e-05, 3.180416217192845e-06, 
st01281, 2018-06-01 12:49:03, co2, ambrose, chamber44, 5.6676353942058446e-05, 3.007226773182809e-06, 
st01282, 2018-06-01 12:53:13, co2, ambrose, chamber45, 7.018832092098991e-05, 2.8943780813066037e-06, 
st01283, 2018-06-01 12:53:14, co2, ambrose, chamber46, 7.146836474110963e-05, 2.877946183843827e-06, 
st01303, 2018-06-01 14:33:54, co2, ambrose, chamber43, 0, 0, 
st01284, 2018-06-01 14:56:46, co2, ambrose, chamber25, 6.693361408443747e-05, 5.31944841794742e-06, 
st01285, 2018-06-01 14:56:47, co2, ambrose, chamber26, 5.2381869529076995e-05, 3.519640423167154e-06, 
st01286, 2018-06-01 14:56:49, co2, ambrose, chamber27, 5.977566860240189e-05, 4.6590241733022215e-06, 
st01287, 2018-06-01 14:56:49, co2, ambrose, chamber28, 5.227792884007531e-05, 4.21632897020589e-06, 
st01288, 2018-06-01 14:56:51, co2, ambrose, chamber29, 5.111209585281567e-05, 4.619203434124179e-06, 
st01289, 2018-06-01 14:58:50, co2, ambrose, chamber30, 6.795762496909796e-05, 5.444646952284328e-06, 
st01290, 2018-06-01 14:58:50, co2, ambrose, chamber31, 7.853995918404194e-05, 4.229677244556745e-06, 
st01292, 2018-06-01 14:59:43, co2, ambrose, chamber32, 4.831163996304227e-05, 4.34662763956153e-06, 
st01293, 2018-06-01 14:59:44, co2, ambrose, chamber33, 6.931835960736151e-05, 4.490330681205087e-06, 
st01294, 2018-06-01 14:59:45, co2, ambrose, chamber34, 5.9213463496344526e-05, 4.395105531344601e-06, 
st01295, 2018-06-01 15:02:43, co2, ambrose, chamber35, 5.4842123850674326e-05, 4.068361946322614e-06, 
st01296, 2018-06-01 15:02:45, co2, ambrose, chamber36, 4.687927334403298e-05, 4.095484471526628e-06, 
st01297, 2018-06-01 15:02:48, co2, ambrose, chamber37, 7.444426492544484e-05, 4.004157949549906e-06, 
st01298, 2018-06-01 15:02:49, co2, ambrose, chamber38, 7.49163183562517e-05, 4.3398777188091685e-06, 
st01299, 2018-06-01 15:02:50, co2, ambrose, chamber39, 6.894414473458388e-05, 4.303209809145293e-06, 
st01300, 2018-06-01 15:04:22, co2, ambrose, chamber40, 5.8522922953206456e-05, 4.002935281908858e-06, 
st01301, 2018-06-01 15:04:23, co2, ambrose, chamber41, 5.06125084705465e-05, 5.944192563348306e-06, 
st01302, 2018-06-01 15:04:24, co2, ambrose, chamber42, 6.49603875774716e-05, 4.029270876764805e-06, 
st01304, 2018-06-01 15:04:26, co2, ambrose, chamber44, 6.557414316113368e-05, 3.997566229519133e-06, 
st01305, 2018-06-01 15:06:40, co2, ambrose, chamber45, 7.634125068985801e-05, 4.291329335800786e-06, 
st01306, 2018-06-01 15:06:42, co2, ambrose, chamber46, 7.264770777814491e-05, 4.091604265674786e-06, 
st01307, 2018-06-01 15:06:42, co2, ambrose, chamber47, 5.077474371980939e-05, 4.222002604328663e-06, 
sam1_ch, 2018-06-05 09:38:14, co2, sam, chamber0, 5.5063248353429284e-05, 0.00033208344011969785, 
sam2_ch, 2018-06-05 09:38:15, co2, sam, chamber1, 9.818917393920719e-06, 0.00032234767465276113, 
sam3_ch, 2018-06-05 09:38:17, co2, sam, chamber2, -8.599426834921999e-05, 0.00025860412977866753, 
test_ch, 2018-06-05 13:13:08, co2, sam, chamber25, 0, 0, 
st01332, 2018-06-05 13:13:48, co2, sam, chamber0, 6.148836860054437e-05, 4.1255469783976545e-06, 
st01333, 2018-06-05 13:13:57, co2, sam, chamber1, 6.141302755253858e-05, 4.926107073532251e-06, 
st01334, 2018-06-05 13:13:59, co2, sam, chamber2, 7.341358798132492e-05, 4.171934385757243e-06, 
st01335, 2018-06-05 13:14:01, co2, sam, chamber3, 6.542266236160922e-05, 4.066766719081191e-06, 
st01336, 2018-06-05 13:14:03, co2, sam, chamber4, 6.451850335598182e-05, 4.483704869194205e-06, 
st01337, 2018-06-05 13:14:06, co2, sam, chamber5, 6.824601289030095e-05, 5.876556737209888e-06, 
st01338, 2018-06-05 13:14:08, co2, sam, chamber6, 0.0003796338755057228, 6.943780385335477e-06, 
st01339, 2018-06-05 13:14:12, co2, sam, chamber7, 6.15777312184028e-05, 4.281296308807538e-06, 
st01340, 2018-06-05 13:14:16, co2, sam, chamber8, 6.284178483640838e-05, 4.3793557302210825e-06, 
st01341, 2018-06-05 13:14:18, co2, sam, chamber9, 5.872371913832229e-05, 4.273173112452889e-06, 
st01342, 2018-06-05 13:14:21, co2, sam, chamber10, 6.582069711253049e-05, 4.642816443308042e-06, 
st01343, 2018-06-05 13:14:32, co2, sam, chamber11, 6.761850552675704e-05, 4.517906761417313e-06, 
st01345, 2018-06-05 13:14:37, co2, sam, chamber12, 6.246559417251408e-05, 4.4309892113720875e-06, 
st01346, 2018-06-05 13:14:39, co2, sam, chamber13, 6.680774226876497e-05, 4.3627813060282915e-06, 
st01347, 2018-06-05 13:14:40, co2, sam, chamber14, 6.0763140865291465e-05, 4.058170620515707e-06, 
st01348, 2018-06-05 13:14:42, co2, sam, chamber15, 4.8711586706650414e-05, 4.453502207577703e-06, 
st01349, 2018-06-05 13:14:43, co2, sam, chamber16, 6.131855882816984e-05, 4.579102996498406e-06, 
st01350, 2018-06-05 13:14:44, co2, sam, chamber17, 5.982856699333886e-05, 4.6030933800822614e-06, 
st01351, 2018-06-05 13:14:45, co2, sam, chamber18, 6.0218485534632273e-05, 4.767602363678003e-06, 
st01352, 2018-06-05 13:14:46, co2, sam, chamber19, 5.6244440306014256e-05, 4.6923442303279505e-06, 
st01353, 2018-06-05 13:14:47, co2, sam, chamber20, 5.629081728292492e-05, 4.904741836652055e-06, 
st01354, 2018-06-05 13:14:50, co2, sam, chamber21, 6.552272375575127e-05, 4.712266733443255e-06, 
st01355, 2018-06-05 13:14:50, co2, sam, chamber22, 6.192044713100055e-05, 4.545698575415845e-06, 
st01512, 2018-06-27 10:54:16, co2, name, chamber9, 0, 0, 
1525_ch, 2018-06-27 11:00:31, co2, name, chamber21, 0, 0, 
st01502, 2018-06-27 12:18:08, co2, name, chamber0, 5.947554556498734e-05, 3.67411148298598e-06, 
st01503, 2018-06-27 12:18:10, co2, name, chamber1, 5.0739242732533546e-05, 4.669628859725124e-06, 
st01504, 2018-06-27 12:18:10, co2, name, chamber2, 5.4882796594470706e-05, 4.135412065261525e-06, 
st01505, 2018-06-27 12:18:10, co2, name, chamber3, 5.37759304750866e-05, 3.9568018954812805e-06, 
st01507, 2018-06-27 12:18:11, co2, name, chamber4, 4.9859605772948335e-05, 4.255694185690015e-06, 
st01508, 2018-06-27 12:18:11, co2, name, chamber5, 5.7015516104842825e-05, 5.341635824207399e-06, 
st01509, 2018-06-27 12:18:11, co2, name, chamber6, 5.535312452465359e-05, 4.130975292460837e-06, 
st01510, 2018-06-27 12:18:11, co2, name, chamber7, 5.398186043321656e-05, 4.094614512944603e-06, 
st01511, 2018-06-27 12:18:12, co2, name, chamber8, 5.994917237470446e-05, 4.285453393752254e-06, 
st01513, 2018-06-27 12:18:12, co2, name, chamber9, 7.767298439923475e-05, 4.540452338266769e-06, 
st01518, 2018-06-27 12:18:13, co2, name, chamber14, 5.25437590886368e-05, 3.849105301662333e-06, 
st01517, 2018-06-27 12:18:14, co2, name, chamber13, 5.0362458041775885e-05, 4.03598950661577e-06, 
st01516, 2018-06-27 12:18:14, co2, name, chamber12, 5.02284676582666e-05, 4.0384758104086245e-06, 
st01515, 2018-06-27 12:18:15, co2, name, chamber11, 5.0736923120939156e-05, 4.12665192704345e-06, 
st01514, 2018-06-27 12:18:16, co2, name, chamber10, 6.794379448501133e-05, 4.403845957231248e-06, 
st01519, 2018-06-27 12:18:17, co2, name, chamber15, 6.106430385746027e-05, 3.961581890844053e-06, 
st01520, 2018-06-27 12:18:17, co2, name, chamber16, 4.994192695387184e-05, 4.2877410779618934e-06, 
st01521, 2018-06-27 12:18:18, co2, name, chamber17, 6.592166260692603e-05, 4.417144294522958e-06, 
